afterCorrection	HKBea1Aug	HKBea1Feb	HKBea1May	HKBea1Nov	HKBea2Aug	HKBea2Feb	HKBea2May	HKBea2Nov	HKBea3Aug	HKBea3Feb	HKBea3May	HKBea3Nov	HKSta1Aug	HKSta1Feb	HKSta1May	HKSta1Nov	HKSta2Aug	HKSta2Feb	HKSta2May	HKSta2Nov	HKSta3Aug	HKSta3Feb	HKSta3May	HKSta3Nov	HKSW1Aug	HKSW1Feb	HKSW1May	HKSW1Nov	HKSW2Aug	HKSW2Feb	HKSW2May	HKSW2Nov	HKSW3Aug	HKSW3Feb	HKSW3May	HKSW3Nov	LTCC1Aug	LTCC1Feb	LTCC1May	LTCC1Nov	LTCC2Aug	LTCC2Feb	LTCC2May	LTCC2Nov	LTCC3Aug	LTCC3Feb	LTCC3May	LTCC3Nov	LTCMW1Aug	LTCMW1Feb	LTCMW1May	LTCMW1Nov	LTCMW2Aug	LTCMW2Feb	LTCMW2May	LTCMW2Nov	LTCMW3Aug	LTCMW3Feb	LTCMW3May	LTCMW3Nov	LTPC1Aug	LTPC1Feb	LTPC1May	LTPC1Nov	LTPC2Aug	LTPC2May	LTPC2Nov	LTPC3Aug	LTPC3Feb	LTPC3May	LTPC3Nov	SKBlu1Aug	SKBlu1Feb	SKBlu1May	SKBlu1Nov	SKBlu2Aug	SKBlu2Feb	SKBlu2May	SKBlu2Nov	SKBlu3Aug	SKBlu3Feb	SKBlu3May	SKBlu3Nov	SKLKW1Aug	SKLKW1Feb	SKLKW1May	SKLKW1Nov	SKLKW2Aug	SKLKW2Feb	SKLKW2May	SKLKW2Nov	SKLKW3Aug	SKLKW3Feb	SKLKW3May	SKLKW3Nov	SKSha1Aug	SKSha1Feb	SKSha1May	SKSha1Nov	SKSha2Aug	SKSha2Feb	SKSha2May	SKSha2Nov	SKSha3Aug	SKSha3Feb	SKSha3May	SKSha3Nov
protist_Zotu184	30	142.8571429	21.42857143	54.28571429	2.857142857	141.4285714	27.14285714	8.571428571	21.42857143	138.5714286	55.71428571	162.8571429	55.71428571	62.85714286	60	32.85714286	191.4285714	10	62.85714286	78.57142857	18.57142857	24.28571429	42.85714286	21.42857143	245.7142857	38.57142857	31.42857143	62.85714286	71.42857143	8.571428571	7.142857143	0	60	44.28571429	24.28571429	147.1428571	10	28.57142857	12.85714286	27.14285714	51.42857143	30	8.571428571	1.428571429	15.71428571	38.57142857	10	4.285714286	50	232.8571429	15.71428571	12.85714286	20	28.57142857	231.4285714	24.28571429	48.57142857	37.14285714	65.71428571	0	17.14285714	0	87.14285714	58.57142857	11.42857143	31.42857143	30	12.85714286	2.857142857	32.85714286	0	30	81.42857143	338.5714286	38.57142857	71.42857143	107.1428571	340	60	47.14285714	68.57142857	400	111.4285714	55.71428571	12.85714286	262.8571429	32.85714286	65.71428571	10	262.8571429	102.8571429	15.71428571	11.42857143	241.4285714	34.28571429	171.4285714	30	108.5714286	87.14285714	144.2857143	62.85714286	104.2857143	80	117.1428571	82.85714286	21.42857143	62.85714286
protist_Zotu198	7.142857143	0	1.428571429	15.71428571	0	2.857142857	5.714285714	0	4.285714286	35.71428571	20	10	8.571428571	2.857142857	2.857142857	1.428571429	77.14285714	2.857142857	10	1.428571429	1.428571429	0	2.857142857	330	24.28571429	2.857142857	4.285714286	7.142857143	5.714285714	4.285714286	1.428571429	0	4.285714286	0	7.142857143	1.428571429	27.14285714	4.285714286	4.285714286	0	1.428571429	1.428571429	5.714285714	28.57142857	2.857142857	5.714285714	0	0	14.28571429	7.142857143	0	4.285714286	15.71428571	1.428571429	5.714285714	0	2.857142857	7.142857143	2.857142857	0	4.285714286	0	7.142857143	10	2.857142857	1.428571429	2.857142857	37.14285714	0	2.857142857	0	10	2.857142857	294.2857143	10	48.57142857	4.285714286	94.28571429	34.28571429	10	4.285714286	250	5.714285714	32.85714286	0	67.14285714	24.28571429	12.85714286	0	70	17.14285714	15.71428571	1.428571429	197.1428571	2.857142857	48.57142857	24.28571429	22.85714286	31.42857143	12.85714286	10	17.14285714	0	68.57142857	7.142857143	48.57142857	0
protist_Zotu371	2.857142857	0	0	12.85714286	0	0	15.71428571	1.428571429	7.142857143	0	38.57142857	10	62.85714286	0	10	15.71428571	61.42857143	0	1.428571429	12.85714286	4.285714286	8.571428571	2.857142857	5.714285714	11.42857143	1.428571429	17.14285714	4.285714286	12.85714286	0	0	0	1.428571429	0	1.428571429	58.57142857	0	1.428571429	1.428571429	1.428571429	1.428571429	1.428571429	7.142857143	0	0	2.857142857	1.428571429	0	31.42857143	2.857142857	1.428571429	11.42857143	4.285714286	2.857142857	4.285714286	2.857142857	5.714285714	0	8.571428571	0	8.571428571	0	12.85714286	12.85714286	1.428571429	12.85714286	2.857142857	1.428571429	0	0	0	18.57142857	1.428571429	425.7142857	7.142857143	18.57142857	2.857142857	87.14285714	0	2.857142857	15.71428571	161.4285714	17.14285714	2.857142857	0	41.42857143	0	21.42857143	0	24.28571429	0	8.571428571	0	120	5.714285714	28.57142857	2.857142857	12.85714286	1.428571429	32.85714286	0	75.71428571	5.714285714	274.2857143	2.857142857	14.28571429	0
protist_Zotu391	1.428571429	7.142857143	0	4.285714286	0	0	5.714285714	0	10	4.285714286	10	14.28571429	21.42857143	2.857142857	8.571428571	17.14285714	35.71428571	0	14.28571429	107.1428571	1.428571429	0	2.857142857	11.42857143	25.71428571	4.285714286	1.428571429	15.71428571	10	0	2.857142857	0	0	4.285714286	5.714285714	87.14285714	0	4.285714286	0	4.285714286	1.428571429	2.857142857	4.285714286	0	0	14.28571429	1.428571429	0	12.85714286	0	7.142857143	1.428571429	7.142857143	0	15.71428571	7.142857143	0	11.42857143	4.285714286	0	1.428571429	0	15.71428571	4.285714286	11.42857143	12.85714286	4.285714286	1.428571429	2.857142857	4.285714286	0	5.714285714	0	57.14285714	4.285714286	2.857142857	0	150	14.28571429	7.142857143	1.428571429	150	1.428571429	12.85714286	0	88.57142857	28.57142857	2.857142857	0	72.85714286	14.28571429	7.142857143	0	168.5714286	2.857142857	52.85714286	0	28.57142857	10	21.42857143	1.428571429	18.57142857	4.285714286	42.85714286	14.28571429	1.428571429	5.714285714
protist_Zotu394	5.714285714	1.428571429	0	4.285714286	5.714285714	0	5.714285714	0	7.142857143	1.428571429	48.57142857	8.571428571	15.71428571	1.428571429	2.857142857	1.428571429	114.2857143	1.428571429	0	12.85714286	1.428571429	2.857142857	0	55.71428571	67.14285714	1.428571429	1.428571429	0	28.57142857	0	11.42857143	0	45.71428571	1.428571429	18.57142857	0	1.428571429	4.285714286	12.85714286	2.857142857	0	2.857142857	88.57142857	4.285714286	1.428571429	10	5.714285714	0	14.28571429	0	0	2.857142857	15.71428571	2.857142857	7.142857143	1.428571429	44.28571429	0	5.714285714	0	1.428571429	7.142857143	12.85714286	10	12.85714286	7.142857143	2.857142857	1.428571429	0	7.142857143	0	2.857142857	0	81.42857143	0	5.714285714	0	67.14285714	0	1.428571429	1.428571429	124.2857143	0	10	0	94.28571429	1.428571429	22.85714286	0	45.71428571	0	21.42857143	0	117.1428571	1.428571429	45.71428571	0	85.71428571	0	28.57142857	1.428571429	58.57142857	1.428571429	150	0	95.71428571	0
protist_Zotu431	0	1.428571429	10	2.857142857	0	1.428571429	8.571428571	0	0	7.142857143	5.714285714	1.428571429	2.857142857	1.428571429	1.428571429	4.285714286	4.285714286	2.857142857	1.428571429	11.42857143	0	0	0	48.57142857	2.857142857	0	5.714285714	2.857142857	5.714285714	0	0	0	2.857142857	1.428571429	5.714285714	1.428571429	1.428571429	2.857142857	4.285714286	0	0	0	7.142857143	5.714285714	0	4.285714286	4.285714286	0	7.142857143	0	0	10	55.71428571	1.428571429	7.142857143	0	1.428571429	0	1.428571429	0	0	0	1.428571429	1.428571429	2.857142857	0	11.42857143	5.714285714	0	0	0	28.57142857	1.428571429	14.28571429	14.28571429	41.42857143	0	25.71428571	5.714285714	31.42857143	0	7.142857143	2.857142857	27.14285714	0	7.142857143	5.714285714	7.142857143	0	4.285714286	11.42857143	0	0	17.14285714	14.28571429	67.14285714	0	18.57142857	112.8571429	41.42857143	0	15.71428571	24.28571429	205.7142857	0	2.857142857	10
protist_Zotu463	20	0	0	5.714285714	1.428571429	4.285714286	12.85714286	0	2.857142857	0	24.28571429	0	0	0	0	1.428571429	18.57142857	0	0	2.857142857	10	1.428571429	0	67.14285714	10	0	12.85714286	2.857142857	4.285714286	0	4.285714286	0	8.571428571	1.428571429	2.857142857	0	0	1.428571429	0	1.428571429	0	1.428571429	4.285714286	7.142857143	0	1.428571429	10	0	10	0	0	0	7.142857143	0	1.428571429	0	1.428571429	0	1.428571429	0	0	0	2.857142857	5.714285714	1.428571429	0	7.142857143	0	0	2.857142857	0	0	0	82.85714286	1.428571429	0	1.428571429	20	1.428571429	0	1.428571429	80	0	0	0	14.28571429	2.857142857	0	0	31.42857143	0	5.714285714	0	57.14285714	1.428571429	1.428571429	0	15.71428571	1.428571429	4.285714286	0	57.14285714	1.428571429	1.428571429	4.285714286	1.428571429	27.14285714
protist_Zotu495	1.428571429	1.428571429	0	8.571428571	0	0	10	1.428571429	0	2.857142857	11.42857143	7.142857143	8.571428571	0	0	21.42857143	28.57142857	0	0	0	0	0	0	70	0	0	21.42857143	11.42857143	10	0	0	0	0	1.428571429	12.85714286	12.85714286	2.857142857	4.285714286	8.571428571	1.428571429	4.285714286	1.428571429	12.85714286	10	0	1.428571429	7.142857143	8.571428571	7.142857143	0	1.428571429	5.714285714	4.285714286	4.285714286	14.28571429	5.714285714	2.857142857	2.857142857	8.571428571	0	0	0	11.42857143	1.428571429	2.857142857	18.57142857	2.857142857	5.714285714	0	2.857142857	0	8.571428571	0	34.28571429	7.142857143	1.428571429	0	10	4.285714286	5.714285714	1.428571429	21.42857143	17.14285714	2.857142857	0	50	5.714285714	2.857142857	0	27.14285714	7.142857143	1.428571429	0	34.28571429	7.142857143	47.14285714	2.857142857	2.857142857	38.57142857	32.85714286	0	15.71428571	12.85714286	34.28571429	0	1.428571429	7.142857143
protist_Zotu510	1.428571429	1.428571429	0	1.428571429	0	0	5.714285714	0	0	0	4.285714286	15.71428571	4.285714286	0	1.428571429	4.285714286	18.57142857	0	1.428571429	14.28571429	0	0	4.285714286	30	2.857142857	0	4.285714286	1.428571429	1.428571429	0	0	0	0	2.857142857	0	57.14285714	0	0	0	1.428571429	0	0	0	0	0	0	2.857142857	0	5.714285714	0	1.428571429	1.428571429	5.714285714	0	8.571428571	2.857142857	0	0	2.857142857	0	0	1.428571429	0	20	0	2.857142857	1.428571429	1.428571429	0	2.857142857	0	5.714285714	0	2.857142857	5.714285714	4.285714286	0	40	37.14285714	2.857142857	0	90	32.85714286	1.428571429	0	61.42857143	5.714285714	11.42857143	0	18.57142857	1.428571429	0	0	21.42857143	10	11.42857143	0	11.42857143	10	0	0	37.14285714	65.71428571	5.714285714	0	4.285714286	7.142857143
protist_Zotu556	1.428571429	0	4.285714286	5.714285714	1.428571429	0	1.428571429	2.857142857	4.285714286	0	10	10	8.571428571	1.428571429	0	1.428571429	37.14285714	0	8.571428571	20	2.857142857	4.285714286	4.285714286	4.285714286	75.71428571	0	4.285714286	2.857142857	18.57142857	0	0	0	104.2857143	2.857142857	0	5.714285714	14.28571429	1.428571429	1.428571429	1.428571429	24.28571429	1.428571429	7.142857143	0	24.28571429	8.571428571	0	0	5.714285714	0	1.428571429	2.857142857	5.714285714	50	5.714285714	5.714285714	7.142857143	1.428571429	8.571428571	0	5.714285714	0	4.285714286	0	7.142857143	1.428571429	5.714285714	8.571428571	0	14.28571429	0	2.857142857	1.428571429	87.14285714	15.71428571	4.285714286	0	22.85714286	25.71428571	11.42857143	1.428571429	88.57142857	1.428571429	42.85714286	0	58.57142857	24.28571429	17.14285714	0	58.57142857	2.857142857	1.428571429	1.428571429	91.42857143	1.428571429	28.57142857	0	11.42857143	5.714285714	7.142857143	1.428571429	8.571428571	7.142857143	10	5.714285714	2.857142857	0
protist_Zotu560	0	8.571428571	0	1.428571429	1.428571429	2.857142857	4.285714286	0	0	1.428571429	1.428571429	2.857142857	11.42857143	4.285714286	4.285714286	2.857142857	20	2.857142857	5.714285714	27.14285714	5.714285714	30	2.857142857	2.857142857	8.571428571	1.428571429	2.857142857	4.285714286	8.571428571	4.285714286	0	0	1.428571429	0	0	4.285714286	1.428571429	0	2.857142857	0	0	1.428571429	0	0	0	2.857142857	0	7.142857143	5.714285714	0	0	1.428571429	0	0	0	0	11.42857143	0	2.857142857	0	1.428571429	0	4.285714286	0	0	0	0	0	0	1.428571429	0	1.428571429	25.71428571	22.85714286	0	4.285714286	25.71428571	14.28571429	45.71428571	0	17.14285714	34.28571429	1.428571429	0	40	8.571428571	4.285714286	1.428571429	2.857142857	11.42857143	7.142857143	4.285714286	0	35.71428571	5.714285714	14.28571429	12.85714286	20	0	12.85714286	17.14285714	25.71428571	0	2.857142857	10	4.285714286	4.285714286
protist_Zotu631	5.714285714	0	98.57142857	1.428571429	1.428571429	0	4.285714286	0	2.857142857	0	25.71428571	0	2.857142857	0	2.857142857	1.428571429	58.57142857	0	4.285714286	2.857142857	0	0	4.285714286	0	48.57142857	0	1.428571429	0	11.42857143	0	1.428571429	0	34.28571429	0	2.857142857	2.857142857	0	1.428571429	0	2.857142857	1.428571429	4.285714286	2.857142857	0	0	2.857142857	0	0	10	0	0	2.857142857	4.285714286	1.428571429	5.714285714	0	7.142857143	0	2.857142857	0	1.428571429	0	0	5.714285714	1.428571429	0	0	1.428571429	0	4.285714286	0	7.142857143	0	48.57142857	1.428571429	10	0	7.142857143	0	0	1.428571429	67.14285714	4.285714286	31.42857143	0	22.85714286	0	22.85714286	0	11.42857143	2.857142857	1.428571429	0	48.57142857	2.857142857	47.14285714	0	47.14285714	0	2.857142857	0	20	0	11.42857143	1.428571429	50	0
protist_Zotu653	8.571428571	8.571428571	0	1.428571429	0	4.285714286	1.428571429	0	1.428571429	2.857142857	5.714285714	7.142857143	8.571428571	41.42857143	10	7.142857143	4.285714286	1.428571429	1.428571429	12.85714286	1.428571429	0	5.714285714	0	17.14285714	0	0	0	4.285714286	0	0	0	2.857142857	1.428571429	1.428571429	0	0	0	0	1.428571429	0	2.857142857	2.857142857	0	12.85714286	8.571428571	7.142857143	0	1.428571429	80	0	2.857142857	2.857142857	0	5.714285714	0	1.428571429	2.857142857	5.714285714	0	1.428571429	0	5.714285714	1.428571429	4.285714286	4.285714286	0	7.142857143	4.285714286	0	0	0	4.285714286	24.28571429	1.428571429	1.428571429	1.428571429	40	0	0	0	15.71428571	2.857142857	24.28571429	0	18.57142857	8.571428571	1.428571429	28.57142857	14.28571429	7.142857143	0	2.857142857	20	0	58.57142857	7.142857143	31.42857143	0	21.42857143	0	4.285714286	0	78.57142857	21.42857143	1.428571429	1.428571429
protist_Zotu69	25.71428571	94.28571429	21.42857143	124.2857143	0	35.71428571	37.14285714	48.57142857	14.28571429	20	70	308.5714286	50	20	51.42857143	1570	170	17.14285714	61.42857143	131.4285714	10	8.571428571	57.14285714	740	92.85714286	4.285714286	111.4285714	411.4285714	25.71428571	5.714285714	1.428571429	58.57142857	0	14.28571429	25.71428571	621.4285714	11.42857143	17.14285714	31.42857143	74.28571429	7.142857143	15.71428571	14.28571429	48.57142857	8.571428571	22.85714286	17.14285714	44.28571429	62.85714286	11.42857143	15.71428571	50	15.71428571	22.85714286	64.28571429	54.28571429	2.857142857	21.42857143	47.14285714	0	5.714285714	1.428571429	30	80	17.14285714	52.85714286	90	30	2.857142857	30	0	64.28571429	67.14285714	562.8571429	182.8571429	110	35.71428571	320	228.5714286	51.42857143	55.71428571	514.2857143	368.5714286	22.85714286	2.857142857	385.7142857	165.7142857	25.71428571	2.857142857	365.7142857	242.8571429	24.28571429	1.428571429	357.1428571	218.5714286	618.5714286	37.14285714	80	545.7142857	537.1428571	42.85714286	170	384.2857143	1105.714286	81.42857143	41.42857143	595.7142857
protist_Zotu743	2.857142857	0	0	0	7.142857143	0	2.857142857	0	0	0	10	1.428571429	5.714285714	0	4.285714286	8.571428571	15.71428571	0	1.428571429	12.85714286	1.428571429	0	10	5.714285714	7.142857143	1.428571429	1.428571429	4.285714286	8.571428571	1.428571429	7.142857143	0	7.142857143	0	7.142857143	1.428571429	0	2.857142857	2.857142857	1.428571429	0	1.428571429	8.571428571	0	0	5.714285714	5.714285714	0	8.571428571	2.857142857	0	5.714285714	30	0	5.714285714	1.428571429	2.857142857	1.428571429	18.57142857	0	4.285714286	0	2.857142857	0	0	2.857142857	10	11.42857143	2.857142857	4.285714286	0	0	0	4.285714286	0	31.42857143	1.428571429	25.71428571	1.428571429	2.857142857	0	54.28571429	1.428571429	1.428571429	0	38.57142857	0	22.85714286	0	31.42857143	0	0	1.428571429	51.42857143	1.428571429	44.28571429	0	2.857142857	4.285714286	101.4285714	0	5.714285714	0	21.42857143	0	7.142857143	1.428571429
protist_Zotu1113	2.857142857	2.857142857	1.428571429	1.428571429	0	0	0	1.428571429	0	4.285714286	0	8.571428571	4.285714286	4.285714286	24.28571429	12.85714286	7.142857143	0	7.142857143	25.71428571	0	2.857142857	5.714285714	12.85714286	5.714285714	1.428571429	0	7.142857143	0	0	0	0	0	0	0	2.857142857	0	0	4.285714286	1.428571429	0	2.857142857	0	0	0	0	0	2.857142857	0	0	1.428571429	10	0	1.428571429	0	0	0	2.857142857	1.428571429	0	0	1.428571429	1.428571429	1.428571429	2.857142857	0	27.14285714	0	0	1.428571429	0	7.142857143	12.85714286	12.85714286	1.428571429	12.85714286	27.14285714	1.428571429	1.428571429	10	20	4.285714286	0	0	2.857142857	2.857142857	0	0	0	10	1.428571429	1.428571429	2.857142857	4.285714286	1.428571429	74.28571429	14.28571429	5.714285714	12.85714286	62.85714286	18.57142857	0	24.28571429	48.57142857	32.85714286	4.285714286	12.85714286
protist_Zotu310	57.14285714	8.571428571	144.2857143	5.714285714	8.571428571	2.857142857	37.14285714	1.428571429	11.42857143	5.714285714	25.71428571	20	17.14285714	1.428571429	8.571428571	5.714285714	98.57142857	2.857142857	7.142857143	8.571428571	1.428571429	5.714285714	1.428571429	7.142857143	52.85714286	0	10	27.14285714	22.85714286	0	5.714285714	0	8.571428571	1.428571429	10	8.571428571	1.428571429	5.714285714	4.285714286	7.142857143	2.857142857	18.57142857	10	0	2.857142857	5.714285714	1.428571429	14.28571429	27.14285714	5.714285714	2.857142857	7.142857143	18.57142857	17.14285714	15.71428571	0	2.857142857	7.142857143	12.85714286	0	4.285714286	0	17.14285714	1.428571429	17.14285714	1.428571429	10	11.42857143	15.71428571	4.285714286	0	77.14285714	8.571428571	214.2857143	11.42857143	31.42857143	8.571428571	78.57142857	95.71428571	17.14285714	8.571428571	164.2857143	14.28571429	21.42857143	48.57142857	117.1428571	4.285714286	17.14285714	10	121.4285714	14.28571429	2.857142857	18.57142857	130	18.57142857	52.85714286	2.857142857	17.14285714	104.2857143	68.57142857	0	18.57142857	111.4285714	100	2.857142857	11.42857143	155.7142857
protist_Zotu397	1.428571429	0	2.857142857	12.85714286	1.428571429	0	0	1.428571429	10	4.285714286	25.71428571	20	10	1.428571429	4.285714286	14.28571429	67.14285714	0	10	18.57142857	12.85714286	21.42857143	11.42857143	2.857142857	30	0	28.57142857	22.85714286	7.142857143	0	7.142857143	0	12.85714286	1.428571429	5.714285714	77.14285714	0	7.142857143	1.428571429	7.142857143	22.85714286	4.285714286	5.714285714	0	0	7.142857143	10	0	8.571428571	4.285714286	21.42857143	22.85714286	2.857142857	1.428571429	11.42857143	7.142857143	34.28571429	0	8.571428571	0	27.14285714	0	18.57142857	8.571428571	24.28571429	11.42857143	11.42857143	22.85714286	1.428571429	12.85714286	0	38.57142857	11.42857143	141.4285714	20	48.57142857	2.857142857	18.57142857	18.57142857	50	8.571428571	130	64.28571429	74.28571429	1.428571429	45.71428571	5.714285714	104.2857143	1.428571429	65.71428571	10	70	1.428571429	152.8571429	4.285714286	97.14285714	0	40	10	95.71428571	5.714285714	15.71428571	18.57142857	235.7142857	15.71428571	1.428571429	2.857142857
protist_Zotu420	0	20	41.42857143	5.714285714	1.428571429	0	11.42857143	0	1.428571429	5.714285714	18.57142857	8.571428571	10	2.857142857	5.714285714	0	65.71428571	0	1.428571429	0	0	0	2.857142857	1.428571429	22.85714286	1.428571429	1.428571429	11.42857143	12.85714286	0	0	0	0	0	2.857142857	0	0	2.857142857	14.28571429	0	1.428571429	0	11.42857143	0	0	2.857142857	2.857142857	0	2.857142857	2.857142857	0	0	12.85714286	0	11.42857143	0	1.428571429	4.285714286	15.71428571	0	4.285714286	0	22.85714286	1.428571429	1.428571429	7.142857143	0	2.857142857	0	14.28571429	0	1.428571429	2.857142857	230	0	0	0	97.14285714	0	0	0	171.4285714	0	0	0	182.8571429	0	1.428571429	0	235.7142857	0	31.42857143	0	241.4285714	0	21.42857143	4.285714286	5.714285714	0	11.42857143	1.428571429	4.285714286	0	18.57142857	5.714285714	42.85714286	1.428571429
protist_Zotu445	2.857142857	1.428571429	0	0	0	0	4.285714286	1.428571429	10	0	2.857142857	20	15.71428571	0	12.85714286	4.285714286	62.85714286	1.428571429	2.857142857	0	8.571428571	1.428571429	7.142857143	5.714285714	14.28571429	1.428571429	1.428571429	61.42857143	42.85714286	0	5.714285714	0	15.71428571	2.857142857	18.57142857	7.142857143	5.714285714	8.571428571	11.42857143	1.428571429	7.142857143	4.285714286	10	0	1.428571429	5.714285714	7.142857143	0	8.571428571	44.28571429	80	4.285714286	21.42857143	2.857142857	14.28571429	0	51.42857143	0	12.85714286	0	7.142857143	0	21.42857143	7.142857143	8.571428571	7.142857143	8.571428571	11.42857143	0	17.14285714	0	11.42857143	1.428571429	15.71428571	0	7.142857143	8.571428571	55.71428571	8.571428571	4.285714286	1.428571429	60	1.428571429	17.14285714	0	91.42857143	0	98.57142857	0	65.71428571	0	0	0	57.14285714	1.428571429	71.42857143	5.714285714	30	1.428571429	12.85714286	1.428571429	25.71428571	4.285714286	31.42857143	1.428571429	120	0
protist_Zotu452	0	0	0	0	0	5.714285714	8.571428571	310	8.571428571	2.857142857	5.714285714	7.142857143	20	4.285714286	4.285714286	2.857142857	31.42857143	0	1.428571429	1.428571429	0	0	0	7.142857143	20	2.857142857	1.428571429	5.714285714	37.14285714	0	0	0	1.428571429	4.285714286	0	8.571428571	5.714285714	5.714285714	2.857142857	7.142857143	7.142857143	8.571428571	1.428571429	0	41.42857143	8.571428571	4.285714286	0	4.285714286	0	7.142857143	1.428571429	1.428571429	1.428571429	17.14285714	0	5.714285714	2.857142857	97.14285714	0	7.142857143	0	10	0	18.57142857	12.85714286	5.714285714	4.285714286	1.428571429	15.71428571	0	2.857142857	8.571428571	7.142857143	1.428571429	0	2.857142857	22.85714286	0	2.857142857	2.857142857	50	2.857142857	10	0	27.14285714	0	5.714285714	2.857142857	27.14285714	0	0	1.428571429	40	0	8.571428571	2.857142857	12.85714286	0	5.714285714	14.28571429	15.71428571	5.714285714	0	1.428571429	0	1.428571429
protist_Zotu625	1.428571429	2.857142857	0	0	0	2.857142857	2.857142857	1.428571429	0	8.571428571	2.857142857	0	7.142857143	0	4.285714286	0	4.285714286	0	2.857142857	4.285714286	0	0	1.428571429	0	2.857142857	0	0	7.142857143	0	2.857142857	4.285714286	0	0	0	1.428571429	4.285714286	0	1.428571429	4.285714286	1.428571429	0	2.857142857	0	0	1.428571429	2.857142857	4.285714286	0	7.142857143	0	1.428571429	0	0	20	4.285714286	1.428571429	0	1.428571429	11.42857143	0	0	1.428571429	4.285714286	0	4.285714286	0	1.428571429	0	0	0	0	1.428571429	5.714285714	107.1428571	5.714285714	0	1.428571429	24.28571429	2.857142857	1.428571429	1.428571429	22.85714286	2.857142857	2.857142857	1.428571429	8.571428571	1.428571429	1.428571429	0	31.42857143	1.428571429	0	1.428571429	20	2.857142857	12.85714286	11.42857143	7.142857143	28.57142857	15.71428571	18.57142857	5.714285714	175.7142857	7.142857143	20	5.714285714	1.428571429
protist_Zotu979	2.857142857	4.285714286	7.142857143	0	1.428571429	8.571428571	4.285714286	1.428571429	4.285714286	0	7.142857143	10	1.428571429	5.714285714	8.571428571	12.85714286	10	1.428571429	5.714285714	10	0	2.857142857	1.428571429	4.285714286	15.71428571	0	1.428571429	5.714285714	8.571428571	0	4.285714286	0	2.857142857	0	7.142857143	7.142857143	4.285714286	0	5.714285714	1.428571429	1.428571429	1.428571429	7.142857143	0	1.428571429	4.285714286	2.857142857	4.285714286	7.142857143	2.857142857	2.857142857	8.571428571	7.142857143	2.857142857	7.142857143	1.428571429	1.428571429	0	2.857142857	0	1.428571429	0	7.142857143	8.571428571	1.428571429	4.285714286	14.28571429	5.714285714	1.428571429	2.857142857	0	15.71428571	8.571428571	18.57142857	4.285714286	11.42857143	8.571428571	8.571428571	8.571428571	14.28571429	5.714285714	28.57142857	11.42857143	2.857142857	1.428571429	17.14285714	5.714285714	17.14285714	0	10	7.142857143	0	0	37.14285714	7.142857143	30	5.714285714	1.428571429	15.71428571	40	10	4.285714286	25.71428571	28.57142857	20	1.428571429	4.285714286
protist_Zotu548	0	2.857142857	0	1.428571429	2.857142857	8.571428571	4.285714286	0	0	24.28571429	0	25.71428571	1.428571429	4.285714286	2.857142857	0	24.28571429	0	8.571428571	0	0	0	14.28571429	1.428571429	12.85714286	1.428571429	0	8.571428571	5.714285714	4.285714286	1.428571429	0	2.857142857	0	5.714285714	1.428571429	1.428571429	5.714285714	1.428571429	0	0	2.857142857	0	0	0	0	0	1.428571429	0	32.85714286	0	8.571428571	2.857142857	0	4.285714286	8.571428571	0	15.71428571	1.428571429	0	1.428571429	0	1.428571429	1.428571429	20	1.428571429	0	0	1.428571429	4.285714286	0	0	35.71428571	21.42857143	0	54.28571429	12.85714286	21.42857143	11.42857143	18.57142857	7.142857143	64.28571429	5.714285714	4.285714286	0	71.42857143	14.28571429	1.428571429	0	20	27.14285714	0	1.428571429	45.71428571	1.428571429	11.42857143	17.14285714	4.285714286	18.57142857	1.428571429	42.85714286	14.28571429	1.428571429	1.428571429	54.28571429	0	0
protist_Zotu130	0	57.14285714	0	0	0	85.71428571	5.714285714	0	1.428571429	48.57142857	7.142857143	15.71428571	17.14285714	70	77.14285714	17.14285714	15.71428571	5.714285714	94.28571429	37.14285714	0	12.85714286	111.4285714	5.714285714	5.714285714	8.571428571	0	17.14285714	0	8.571428571	0	0	1.428571429	0	2.857142857	1.428571429	1.428571429	4.285714286	10	0	1.428571429	4.285714286	1.428571429	0	0	1.428571429	0	5.714285714	0	0	0	18.57142857	0	0	11.42857143	2.857142857	0	37.14285714	18.57142857	0	7.142857143	0	17.14285714	0	4.285714286	0	21.42857143	2.857142857	1.428571429	4.285714286	0	161.4285714	298.5714286	57.14285714	14.28571429	121.4285714	61.42857143	1.428571429	8.571428571	44.28571429	105.7142857	4.285714286	2.857142857	2.857142857	34.28571429	22.85714286	1.428571429	1.428571429	18.57142857	32.85714286	4.285714286	4.285714286	7.142857143	25.71428571	0	251.4285714	238.5714286	0	71.42857143	344.2857143	470	1.428571429	47.14285714	208.5714286	667.1428571	0	81.42857143
