allGfishSid	Sample	Value
id380	HKSW3May	3.6
id380	HKSW3Nov	0
id380	LTCC1Aug	687.6
id380	LTCC1Feb	0.8
id380	LTCC1May	1.6
id380	LTCC1Nov	8.4
id380	LTCC2Aug	259.6
id380	LTCC2Feb	0.4
id380	LTCC2May	2.4
id380	LTCC2Nov	0
id380	LTCC3Aug	741.2
id380	LTCC3Feb	0.4
id380	LTCC3May	0.8
id380	LTCC3Nov	0
id380	LTCMW1Aug	476
id380	LTCMW1Feb	0
id380	LTCMW1May	2.4
id380	LTCMW1Nov	4.8
id380	LTCMW2Aug	183.6
id380	LTCMW2Feb	6.8
id380	LTCMW2May	1.2
id380	LTCMW2Nov	1.2
id380	LTCMW3Aug	199.6
id380	LTCMW3Feb	0
id380	LTCMW3May	0.8
id380	LTCMW3Nov	0
id380	LTPC1Aug	37.2
id380	LTPC1Feb	0
id380	LTPC1May	0.8
id380	LTPC1Nov	0.8
id380	LTPC2Aug	450.8
id380	LTPC2May	0.4
id380	LTPC2Nov	0
id380	LTPC3Aug	59.2
id380	LTPC3Feb	0
id380	LTPC3May	0
id380	LTPC3Nov	0
id380	SKBlu1Aug	2
id380	SKBlu1Feb	0
id380	SKBlu1May	0
id380	SKBlu1Nov	4.4
id380	SKBlu2Aug	11.6
id380	SKBlu2Feb	0
id380	SKBlu2May	36.8
id380	SKBlu2Nov	23.2
id380	SKBlu3Aug	3.6
id380	SKBlu3Feb	0
id380	SKBlu3May	26
id380	SKBlu3Nov	2.4
id380	SKLKW1Aug	84.4
id380	SKLKW1Feb	0
id380	SKLKW1May	0.4
id380	SKLKW1Nov	6
id380	SKLKW2Aug	18
id380	SKLKW2Feb	0
id380	SKLKW2May	0.8
id380	SKLKW2Nov	29.2
id380	SKLKW3Aug	0
id380	SKLKW3Feb	0
id380	SKLKW3May	0.4
id380	SKLKW3Nov	1.6
id380	SKSha1Aug	0
id380	SKSha1Feb	0
id380	SKSha1May	5.6
id380	SKSha1Nov	0
id380	SKSha2Aug	0
id380	SKSha2Feb	0
id380	SKSha2May	13.6
id380	SKSha2Nov	0
id380	SKSha3Aug	0
id380	SKSha3Feb	0
id380	SKSha3May	6.8
id380	SKSha3Nov	0
id381	HKBea1Aug	60
id381	HKBea1Feb	74.8
id381	HKBea1May	0
id381	HKBea1Nov	1.2
id381	HKBea2Aug	10
id381	HKBea2Feb	65.6
id381	HKBea2May	36.8
id381	HKBea2Nov	8.4
id381	HKBea3Aug	15.6
id381	HKBea3Feb	155.2
id381	HKBea3May	38.8
id381	HKBea3Nov	12
id381	HKSta1Aug	5.2
id381	HKSta1Feb	111.2
id381	HKSta1May	8.8
id381	HKSta1Nov	12
id381	HKSta2Aug	20
id381	HKSta2Feb	49.6
id381	HKSta2May	2.4
id381	HKSta2Nov	14.8
id381	HKSta3Aug	44
id381	HKSta3Feb	80.4
id381	HKSta3May	4
id381	HKSta3Nov	2
id381	HKSW1Aug	30
id381	HKSW1Feb	148.8
id381	HKSW1May	14.4
id381	HKSW1Nov	12.8
id381	HKSW2Aug	44.4
id381	HKSW2Feb	66
id381	HKSW2May	38
id381	HKSW2Nov	0
id381	HKSW3Aug	45.2
id381	HKSW3Feb	97.6
id381	HKSW3May	10.4
id381	HKSW3Nov	14.8
id381	LTCC1Aug	28
id381	LTCC1Feb	110
id381	LTCC1May	12.8
id381	LTCC1Nov	3.2
id381	LTCC2Aug	31.2
id381	LTCC2Feb	97.6
id381	LTCC2May	34
id381	LTCC2Nov	47.6
id381	LTCC3Aug	13.2
id381	LTCC3Feb	121.2
id381	LTCC3May	7.6
id381	LTCC3Nov	21.6
id381	LTCMW1Aug	55.2
id381	LTCMW1Feb	1650.8
id381	LTCMW1May	39.6
id381	LTCMW1Nov	31.2
id381	LTCMW2Aug	55.2
id381	LTCMW2Feb	486.4
id381	LTCMW2May	16.4
id381	LTCMW2Nov	24.4
id381	LTCMW3Aug	32
id381	LTCMW3Feb	286.8
id381	LTCMW3May	24
id381	LTCMW3Nov	67.6
id381	LTPC1Aug	18.8
id381	LTPC1Feb	88.4
id381	LTPC1May	42.8
id381	LTPC1Nov	13.6
id381	LTPC2Aug	41.6
id381	LTPC2May	12
id381	LTPC2Nov	8.4
id381	LTPC3Aug	14.8
id381	LTPC3Feb	96.8
id381	LTPC3May	21.2
id381	LTPC3Nov	0
id381	SKBlu1Aug	3.6
id381	SKBlu1Feb	9.2
id381	SKBlu1May	1.6
id381	SKBlu1Nov	2
id381	SKBlu2Aug	7.2
id381	SKBlu2Feb	27.2
id381	SKBlu2May	18.8
id381	SKBlu2Nov	6.4
id381	SKBlu3Aug	10
id381	SKBlu3Feb	26
id381	SKBlu3May	10
id381	SKBlu3Nov	4
id381	SKLKW1Aug	2.8
id381	SKLKW1Feb	6.4
id381	SKLKW1May	41.6
id381	SKLKW1Nov	2.8
id381	SKLKW2Aug	6.4
id381	SKLKW2Feb	10.8
id381	SKLKW2May	15.6
id381	SKLKW2Nov	1.2
id381	SKLKW3Aug	0
id381	SKLKW3Feb	11.6
id381	SKLKW3May	18.4
id381	SKLKW3Nov	4
id381	SKSha1Aug	12
id381	SKSha1Feb	3.2
id381	SKSha1May	21.2
id381	SKSha1Nov	6
id381	SKSha2Aug	3.2
id381	SKSha2Feb	1.2
id381	SKSha2May	32.4
id381	SKSha2Nov	5.6
id381	SKSha3Aug	19.2
id381	SKSha3Feb	4.4
id381	SKSha3May	5.6
id381	SKSha3Nov	0
id382	HKBea1Aug	189.2
id382	HKBea1Feb	6.8
id382	HKBea1May	0
id382	HKBea1Nov	1.6
id382	HKBea2Aug	176.8
id382	HKBea2Feb	4
id382	HKBea2May	12.8
id382	HKBea2Nov	0.4
id382	HKBea3Aug	144
id382	HKBea3Feb	13.6
id382	HKBea3May	10.4
id382	HKBea3Nov	1.2
id382	HKSta1Aug	272
id382	HKSta1Feb	8.8
id382	HKSta1May	0.4
id382	HKSta1Nov	0
id382	HKSta2Aug	253.6
id382	HKSta2Feb	2
id382	HKSta2May	0.8
id382	HKSta2Nov	16.8
id382	HKSta3Aug	314.8
id382	HKSta3Feb	12
id382	HKSta3May	1.2
id382	HKSta3Nov	0.8
id382	HKSW1Aug	295.2
id382	HKSW1Feb	14
id382	HKSW1May	5.6
id382	HKSW1Nov	0
id382	HKSW2Aug	240.4
id382	HKSW2Feb	8.8
id382	HKSW2May	16.4
id382	HKSW2Nov	0
id382	HKSW3Aug	343.6
id382	HKSW3Feb	23.6
id382	HKSW3May	13.6
id382	HKSW3Nov	1.2
id382	LTCC1Aug	163.6
id382	LTCC1Feb	19.2
id382	LTCC1May	8
id382	LTCC1Nov	13.2
id382	LTCC2Aug	186
id382	LTCC2Feb	20
id382	LTCC2May	14.8
id382	LTCC2Nov	14.8
id382	LTCC3Aug	158.4
id382	LTCC3Feb	30.4
id382	LTCC3May	7.2
id382	LTCC3Nov	15.2
id382	LTCMW1Aug	134.8
id382	LTCMW1Feb	679.6
id382	LTCMW1May	7.2
id382	LTCMW1Nov	16.8
id382	LTCMW2Aug	284.4
id382	LTCMW2Feb	54.8
id382	LTCMW2May	20.8
id382	LTCMW2Nov	14.4
id382	LTCMW3Aug	232.4
id382	LTCMW3Feb	18.8
id382	LTCMW3May	7.6
id382	LTCMW3Nov	0.4
id382	LTPC1Aug	55.2
id382	LTPC1Feb	20.8
id382	LTPC1May	10.8
id382	LTPC1Nov	6
id382	LTPC2Aug	102
id382	LTPC2May	5.2
id382	LTPC2Nov	0.8
id382	LTPC3Aug	44.4
id382	LTPC3Feb	6.8
id382	LTPC3May	16
id382	LTPC3Nov	0
id382	SKBlu1Aug	12.4
id382	SKBlu1Feb	2.4
id382	SKBlu1May	0.4
id382	SKBlu1Nov	2.8
id382	SKBlu2Aug	16
id382	SKBlu2Feb	6.8
id382	SKBlu2May	42.8
id382	SKBlu2Nov	4.8
id382	SKBlu3Aug	13.2
id382	SKBlu3Feb	6.8
id382	SKBlu3May	56.8
id382	SKBlu3Nov	7.2
id382	SKLKW1Aug	17.2
id382	SKLKW1Feb	0
id382	SKLKW1May	13.6
id382	SKLKW1Nov	9.6
id382	SKLKW2Aug	14.8
id382	SKLKW2Feb	0.8
id382	SKLKW2May	12.4
id382	SKLKW2Nov	6
id382	SKLKW3Aug	0
id382	SKLKW3Feb	0
id382	SKLKW3May	18.4
id382	SKLKW3Nov	7.6
id382	SKSha1Aug	8.8
id382	SKSha1Feb	0.4
id382	SKSha1May	46.8
id382	SKSha1Nov	1.2
id382	SKSha2Aug	4.8
id382	SKSha2Feb	0
id382	SKSha2May	44.8
id382	SKSha2Nov	2.4
id382	SKSha3Aug	29.2
id382	SKSha3Feb	0.4
id382	SKSha3May	40.8
id382	SKSha3Nov	0.8
id383	HKBea1Aug	15.2
id383	HKBea1Feb	0
id383	HKBea1May	24.4
id383	HKBea1Nov	0
id383	HKBea2Aug	14.8
id383	HKBea2Feb	0
id383	HKBea2May	0.4
id383	HKBea2Nov	0
id383	HKBea3Aug	8
id383	HKBea3Feb	0
id383	HKBea3May	4
id383	HKBea3Nov	0
id383	HKSta1Aug	54.8
id383	HKSta1Feb	0
id383	HKSta1May	0
id383	HKSta1Nov	0
id383	HKSta2Aug	38.8
id383	HKSta2Feb	0
id383	HKSta2May	0
id383	HKSta2Nov	4.4
id383	HKSta3Aug	41.2
id383	HKSta3Feb	1.6
id383	HKSta3May	0.4
id383	HKSta3Nov	0
id383	HKSW1Aug	50.8
id383	HKSW1Feb	0
id383	HKSW1May	0.4
id383	HKSW1Nov	0
id383	HKSW2Aug	21.6
id383	HKSW2Feb	0
id383	HKSW2May	0
id383	HKSW2Nov	0
id383	HKSW3Aug	32.4
id383	HKSW3Feb	0.8
id383	HKSW3May	2
id383	HKSW3Nov	0
id383	LTCC1Aug	44
id383	LTCC1Feb	0.8
id383	LTCC1May	0
id383	LTCC1Nov	0
id383	LTCC2Aug	94.4
id383	LTCC2Feb	0
id383	LTCC2May	2
id383	LTCC2Nov	0
id383	LTCC3Aug	70
id383	LTCC3Feb	0
id383	LTCC3May	1.6
id383	LTCC3Nov	0
id383	LTCMW1Aug	38.4
id383	LTCMW1Feb	0
id383	LTCMW1May	0
id383	LTCMW1Nov	0.4
id383	LTCMW2Aug	106.4
id383	LTCMW2Feb	0.4
id383	LTCMW2May	0.4
id383	LTCMW2Nov	0
id383	LTCMW3Aug	79.2
id383	LTCMW3Feb	0
id383	LTCMW3May	0.4
id383	LTCMW3Nov	0
id383	LTPC1Aug	9.2
id383	LTPC1Feb	0
id383	LTPC1May	2
id383	LTPC1Nov	0
id383	LTPC2Aug	6
id383	LTPC2May	0.4
id383	LTPC2Nov	2.4
id383	LTPC3Aug	4
id383	LTPC3Feb	0
id383	LTPC3May	0
id383	LTPC3Nov	0
id383	SKBlu1Aug	20
id383	SKBlu1Feb	0
id383	SKBlu1May	4
id383	SKBlu1Nov	0
id383	SKBlu2Aug	30.8
id383	SKBlu2Feb	0
id383	SKBlu2May	3.6
id383	SKBlu2Nov	0.4
id383	SKBlu3Aug	15.2
id383	SKBlu3Feb	0
id383	SKBlu3May	4.8
id383	SKBlu3Nov	0
id383	SKLKW1Aug	0.8
id383	SKLKW1Feb	0
id383	SKLKW1May	0.4
id383	SKLKW1Nov	0.4
id383	SKLKW2Aug	0.4
id383	SKLKW2Feb	0
id383	SKLKW2May	0.8
id383	SKLKW2Nov	0
id383	SKLKW3Aug	0
id383	SKLKW3Feb	0
id383	SKLKW3May	1.6
id383	SKLKW3Nov	0
id383	SKSha1Aug	24.4
id383	SKSha1Feb	0
id383	SKSha1May	3.6
id383	SKSha1Nov	0
id383	SKSha2Aug	20
id383	SKSha2Feb	0
id383	SKSha2May	14.8
id383	SKSha2Nov	0
id383	SKSha3Aug	84.4
id383	SKSha3Feb	0
id383	SKSha3May	1.2
id383	SKSha3Nov	0
id384	HKBea1Aug	273.6
id384	HKBea1Feb	24.4
id384	HKBea1May	537.6
id384	HKBea1Nov	17.6
id384	HKBea2Aug	217.2
id384	HKBea2Feb	44
id384	HKBea2May	273.2
id384	HKBea2Nov	0.8
id384	HKBea3Aug	71.6
id384	HKBea3Feb	41.2
id384	HKBea3May	537.2
id384	HKBea3Nov	6
id384	HKSta1Aug	139.6
id384	HKSta1Feb	54.4
id384	HKSta1May	100.8
id384	HKSta1Nov	6.8
id384	HKSta2Aug	98
id384	HKSta2Feb	11.6
id384	HKSta2May	69.6
id384	HKSta2Nov	10.8
id384	HKSta3Aug	171.2
id384	HKSta3Feb	23.6
id384	HKSta3May	81.6
id384	HKSta3Nov	24.4
id384	HKSW1Aug	69.6
id384	HKSW1Feb	30.4
id384	HKSW1May	215.6
id384	HKSW1Nov	29.6
id384	HKSW2Aug	106
id384	HKSW2Feb	17.2
id384	HKSW2May	118
id384	HKSW2Nov	0
id384	HKSW3Aug	87.6
id384	HKSW3Feb	66.8
id384	HKSW3May	114.8
id384	HKSW3Nov	14
id384	LTCC1Aug	412.8
id384	LTCC1Feb	8
id384	LTCC1May	630.4
id384	LTCC1Nov	6.8
id384	LTCC2Aug	904.8
id384	LTCC2Feb	26
id384	LTCC2May	508.8
id384	LTCC2Nov	80.4
id384	LTCC3Aug	531.6
id384	LTCC3Feb	38
id384	LTCC3May	1020.8
id384	LTCC3Nov	14.8
id384	LTCMW1Aug	1037.6
id384	LTCMW1Feb	174
id384	LTCMW1May	46
id384	LTCMW1Nov	42.4
id384	LTCMW2Aug	866.4
id384	LTCMW2Feb	43.6
id384	LTCMW2May	50.8
id384	LTCMW2Nov	20
id384	LTCMW3Aug	759.2
id384	LTCMW3Feb	23.6
id384	LTCMW3May	124.8
id384	LTCMW3Nov	0
id384	LTPC1Aug	557.2
id384	LTPC1Feb	0
id384	LTPC1May	317.2
id384	LTPC1Nov	4.4
id384	LTPC2Aug	457.2
id384	LTPC2May	250.4
id384	LTPC2Nov	7.6
id384	LTPC3Aug	373.6
id384	LTPC3Feb	16.4
id384	LTPC3May	35.6
id384	LTPC3Nov	0
id384	SKBlu1Aug	15.2
id384	SKBlu1Feb	0.8
id384	SKBlu1May	48.8
id384	SKBlu1Nov	8.4
id384	SKBlu2Aug	9.2
id384	SKBlu2Feb	0.4
id384	SKBlu2May	300.4
id384	SKBlu2Nov	7.6
id384	SKBlu3Aug	14.4
id384	SKBlu3Feb	4.4
id384	SKBlu3May	182.8
id384	SKBlu3Nov	7.6
id384	SKLKW1Aug	76.8
id384	SKLKW1Feb	0
id384	SKLKW1May	6.8
id384	SKLKW1Nov	10
id384	SKLKW2Aug	71.6
id384	SKLKW2Feb	2.8
id384	SKLKW2May	26.8
id384	SKLKW2Nov	3.2
id384	SKLKW3Aug	2.4
id384	SKLKW3Feb	0
id384	SKLKW3May	30
id384	SKLKW3Nov	7.2
id384	SKSha1Aug	3.2
id384	SKSha1Feb	0.8
id384	SKSha1May	291.6
id384	SKSha1Nov	4
id384	SKSha2Aug	4.4
id384	SKSha2Feb	0
id384	SKSha2May	660
id384	SKSha2Nov	9.2
id384	SKSha3Aug	14.4
id384	SKSha3Feb	3.2
id384	SKSha3May	464.8
id384	SKSha3Nov	0.8
id385	HKBea1Aug	0.4
id385	HKBea1Feb	0.4
id385	HKBea1May	0
id385	HKBea1Nov	2.8
id385	HKBea2Aug	0.8
id385	HKBea2Feb	0
id385	HKBea2May	1.2
id385	HKBea2Nov	16
id385	HKBea3Aug	0.4
id385	HKBea3Feb	2.4
id385	HKBea3May	0.4
id385	HKBea3Nov	11.2
id385	HKSta1Aug	1.6
id385	HKSta1Feb	0
id385	HKSta1May	0.8
id385	HKSta1Nov	468
id385	HKSta2Aug	1.2
id385	HKSta2Feb	0.4
id385	HKSta2May	0
id385	HKSta2Nov	32.4
id385	HKSta3Aug	0.4
id385	HKSta3Feb	0
id385	HKSta3May	0
id385	HKSta3Nov	1.6
id385	HKSW1Aug	0.4
id385	HKSW1Feb	0
id385	HKSW1May	4
id385	HKSW1Nov	42.4
id385	HKSW2Aug	0
id385	HKSW2Feb	0
id385	HKSW2May	0.8
id385	HKSW2Nov	0
id385	HKSW3Aug	0
id385	HKSW3Feb	0.4
id385	HKSW3May	0.4
id385	HKSW3Nov	102.8
id385	LTCC1Aug	4
id385	LTCC1Feb	0
id385	LTCC1May	2.8
id385	LTCC1Nov	8.4
id385	LTCC2Aug	4.8
id385	LTCC2Feb	0.8
id385	LTCC2May	0
id385	LTCC2Nov	20.8
id385	LTCC3Aug	2.8
id385	LTCC3Feb	0
id385	LTCC3May	7.6
id385	LTCC3Nov	3.2
id385	LTCMW1Aug	0
id385	LTCMW1Feb	0
id385	LTCMW1May	0
id385	LTCMW1Nov	3.2
id385	LTCMW2Aug	0
id385	LTCMW2Feb	0
id385	LTCMW2May	0.8
id385	LTCMW2Nov	4.8
id385	LTCMW3Aug	6.8
id385	LTCMW3Feb	0
id385	LTCMW3May	0.8
id385	LTCMW3Nov	228.8
id385	LTPC1Aug	2.8
id385	LTPC1Feb	0.4
id385	LTPC1May	2.8
id385	LTPC1Nov	28
id385	LTPC2Aug	2
id385	LTPC2May	5.2
id385	LTPC2Nov	2.8
id385	LTPC3Aug	3.6
id385	LTPC3Feb	0.4
id385	LTPC3May	0.4
id385	LTPC3Nov	2.4
id385	SKBlu1Aug	0.4
id385	SKBlu1Feb	0
id385	SKBlu1May	0.8
id385	SKBlu1Nov	31.2
id385	SKBlu2Aug	1.6
id385	SKBlu2Feb	0
id385	SKBlu2May	0
id385	SKBlu2Nov	49.6
id385	SKBlu3Aug	2.4
id385	SKBlu3Feb	0
id385	SKBlu3May	0
id385	SKBlu3Nov	70.8
id385	SKLKW1Aug	0.4
id385	SKLKW1Feb	1.2
id385	SKLKW1May	1.2
id385	SKLKW1Nov	50.4
id385	SKLKW2Aug	2.4
id385	SKLKW2Feb	2.4
id385	SKLKW2May	2.8
id385	SKLKW2Nov	38.8
id385	SKLKW3Aug	0
id385	SKLKW3Feb	0
id385	SKLKW3May	0.4
id385	SKLKW3Nov	69.6
id385	SKSha1Aug	1.6
id385	SKSha1Feb	0
id385	SKSha1May	0.4
id385	SKSha1Nov	46
id385	SKSha2Aug	2
id385	SKSha2Feb	0
id385	SKSha2May	0
id385	SKSha2Nov	59.2
id385	SKSha3Aug	1.2
id385	SKSha3Feb	0
id385	SKSha3May	0
id385	SKSha3Nov	62.8
id386	HKBea1Aug	66.8
id386	HKBea1Feb	2.8
id386	HKBea1May	0
id386	HKBea1Nov	0
id386	HKBea2Aug	5.6
id386	HKBea2Feb	0.8
id386	HKBea2May	4.8
id386	HKBea2Nov	0
id386	HKBea3Aug	4.4
id386	HKBea3Feb	29.2
id386	HKBea3May	7.2
id386	HKBea3Nov	0
id386	HKSta1Aug	8.8
id386	HKSta1Feb	5.2
id386	HKSta1May	0
id386	HKSta1Nov	0
id386	HKSta2Aug	6.8
id386	HKSta2Feb	1.6
id386	HKSta2May	0
id386	HKSta2Nov	0
id386	HKSta3Aug	11.6
id386	HKSta3Feb	2.8
id386	HKSta3May	0
id386	HKSta3Nov	0
id386	HKSW1Aug	2.4
id386	HKSW1Feb	24.8
id386	HKSW1May	3.2
id386	HKSW1Nov	0
id386	HKSW2Aug	3.2
id386	HKSW2Feb	8.4
id386	HKSW2May	4.8
id386	HKSW2Nov	0
id386	HKSW3Aug	3.2
id386	HKSW3Feb	7.6
id386	HKSW3May	1.6
id386	HKSW3Nov	0
id386	LTCC1Aug	55.6
id386	LTCC1Feb	5.6
id386	LTCC1May	2
id386	LTCC1Nov	0
id386	LTCC2Aug	64.8
id386	LTCC2Feb	2.8
id386	LTCC2May	1.2
id386	LTCC2Nov	0
id386	LTCC3Aug	20
id386	LTCC3Feb	2
id386	LTCC3May	0.4
id386	LTCC3Nov	0.4
id386	LTCMW1Aug	69.6
id386	LTCMW1Feb	255.6
id386	LTCMW1May	4.8
id386	LTCMW1Nov	2
id386	LTCMW2Aug	23.2
id386	LTCMW2Feb	318.4
id386	LTCMW2May	0
id386	LTCMW2Nov	0.4
id386	LTCMW3Aug	15.2
id386	LTCMW3Feb	168.4
id386	LTCMW3May	0.4
id386	LTCMW3Nov	0.4
id386	LTPC1Aug	545.6
id386	LTPC1Feb	0.8
id386	LTPC1May	1.6
id386	LTPC1Nov	0
id386	LTPC2Aug	1092.8
id386	LTPC2May	9.2
id386	LTPC2Nov	2
id386	LTPC3Aug	479.2
id386	LTPC3Feb	2.8
id386	LTPC3May	2.8
id386	LTPC3Nov	0
id386	SKBlu1Aug	1.6
id386	SKBlu1Feb	0
id386	SKBlu1May	0.4
id386	SKBlu1Nov	0
id386	SKBlu2Aug	6.8
id386	SKBlu2Feb	0
id386	SKBlu2May	0.8
id386	SKBlu2Nov	0.4
id386	SKBlu3Aug	0
id386	SKBlu3Feb	0
id386	SKBlu3May	0
id386	SKBlu3Nov	0.4
id386	SKLKW1Aug	26.4
id386	SKLKW1Feb	0
id386	SKLKW1May	0
id386	SKLKW1Nov	0.8
id386	SKLKW2Aug	20.8
id386	SKLKW2Feb	0.4
id386	SKLKW2May	0
id386	SKLKW2Nov	0
id386	SKLKW3Aug	0
id386	SKLKW3Feb	0
id386	SKLKW3May	0
id386	SKLKW3Nov	0
id386	SKSha1Aug	1.6
id386	SKSha1Feb	0
id386	SKSha1May	1.6
id386	SKSha1Nov	0
id386	SKSha2Aug	0.8
id386	SKSha2Feb	0
id386	SKSha2May	2.4
id386	SKSha2Nov	0
id386	SKSha3Aug	0.4
id386	SKSha3Feb	0
id386	SKSha3May	0
id386	SKSha3Nov	0
id387	HKBea1Aug	13.6
id387	HKBea1Feb	114.4
id387	HKBea1May	0
id387	HKBea1Nov	0
id387	HKBea2Aug	0
id387	HKBea2Feb	25.2
id387	HKBea2May	24
id387	HKBea2Nov	0.4
id387	HKBea3Aug	0
id387	HKBea3Feb	953.2
id387	HKBea3May	34.8
id387	HKBea3Nov	0
id387	HKSta1Aug	0
id387	HKSta1Feb	169.6
id387	HKSta1May	0.8
id387	HKSta1Nov	0
id387	HKSta2Aug	0
id387	HKSta2Feb	41.6
id387	HKSta2May	0
id387	HKSta2Nov	0
id387	HKSta3Aug	4.8
id387	HKSta3Feb	41.2
id387	HKSta3May	0
id387	HKSta3Nov	0
id387	HKSW1Aug	0
id387	HKSW1Feb	604.8
id387	HKSW1May	11.6
id387	HKSW1Nov	0
id387	HKSW2Aug	4.4
id387	HKSW2Feb	341.2
id387	HKSW2May	6.4
id387	HKSW2Nov	0
id387	HKSW3Aug	0.4
id387	HKSW3Feb	95.2
id387	HKSW3May	1.2
id387	HKSW3Nov	0
id387	LTCC1Aug	0
id387	LTCC1Feb	22.4
id387	LTCC1May	0
id387	LTCC1Nov	0
id387	LTCC2Aug	0
id387	LTCC2Feb	20.4
id387	LTCC2May	0
id387	LTCC2Nov	0
id387	LTCC3Aug	0
id387	LTCC3Feb	24.8
id387	LTCC3May	0
id387	LTCC3Nov	0
id387	LTCMW1Aug	31.6
id387	LTCMW1Feb	1522.8
id387	LTCMW1May	1.6
id387	LTCMW1Nov	0
id387	LTCMW2Aug	0
id387	LTCMW2Feb	1540.8
id387	LTCMW2May	0
id387	LTCMW2Nov	0
id387	LTCMW3Aug	0.4
id387	LTCMW3Feb	1509.2
id387	LTCMW3May	0
id387	LTCMW3Nov	0
id387	LTPC1Aug	1.2
id387	LTPC1Feb	502
id387	LTPC1May	0
id387	LTPC1Nov	0
id387	LTPC2Aug	3.6
id387	LTPC2May	0
id387	LTPC2Nov	2
id387	LTPC3Aug	7.2
id387	LTPC3Feb	40.4
id387	LTPC3May	1.2
id387	LTPC3Nov	0
id387	SKBlu1Aug	0
id387	SKBlu1Feb	1.2
id387	SKBlu1May	0
id387	SKBlu1Nov	0
id387	SKBlu2Aug	0
id387	SKBlu2Feb	4
id387	SKBlu2May	0
id387	SKBlu2Nov	0
id387	SKBlu3Aug	0
id387	SKBlu3Feb	2.8
id387	SKBlu3May	0
id387	SKBlu3Nov	0
id387	SKLKW1Aug	0
id387	SKLKW1Feb	0
id387	SKLKW1May	0.4
id387	SKLKW1Nov	0
id387	SKLKW2Aug	0.4
id387	SKLKW2Feb	12
id387	SKLKW2May	0
id387	SKLKW2Nov	0
id387	SKLKW3Aug	0
id387	SKLKW3Feb	2
id387	SKLKW3May	0
id387	SKLKW3Nov	0
id387	SKSha1Aug	0
id387	SKSha1Feb	0
id387	SKSha1May	1.2
id387	SKSha1Nov	0
id387	SKSha2Aug	0
id387	SKSha2Feb	0
id387	SKSha2May	10
id387	SKSha2Nov	0
id387	SKSha3Aug	0
id387	SKSha3Feb	0.4
id387	SKSha3May	0
id387	SKSha3Nov	0
id388	HKBea1Aug	0
id388	HKBea1Feb	70.8
id388	HKBea1May	0
id388	HKBea1Nov	0
id388	HKBea2Aug	1.2
id388	HKBea2Feb	87.6
id388	HKBea2May	1.2
id388	HKBea2Nov	2.8
id388	HKBea3Aug	1.6
id388	HKBea3Feb	216
id388	HKBea3May	2.4
id388	HKBea3Nov	0
id388	HKSta1Aug	2
id388	HKSta1Feb	66.4
id388	HKSta1May	4
id388	HKSta1Nov	0
id388	HKSta2Aug	0
id388	HKSta2Feb	17.6
id388	HKSta2May	0.8
id388	HKSta2Nov	0
id388	HKSta3Aug	6.4
id388	HKSta3Feb	36.4
id388	HKSta3May	1.2
id388	HKSta3Nov	0
id388	HKSW1Aug	0
id388	HKSW1Feb	41.6
id388	HKSW1May	0.4
id388	HKSW1Nov	0.4
id388	HKSW2Aug	2
id388	HKSW2Feb	29.2
id388	HKSW2May	7.6
id388	HKSW2Nov	0
id388	HKSW3Aug	2
id388	HKSW3Feb	62
id388	HKSW3May	0.4
id388	HKSW3Nov	0.4
id388	LTCC1Aug	0
id388	LTCC1Feb	3.2
id388	LTCC1May	4.8
id388	LTCC1Nov	0.4
id388	LTCC2Aug	0
id388	LTCC2Feb	2
id388	LTCC2May	14.8
id388	LTCC2Nov	0
id388	LTCC3Aug	0
id388	LTCC3Feb	1.2
id388	LTCC3May	14.4
id388	LTCC3Nov	0
id388	LTCMW1Aug	0.8
id388	LTCMW1Feb	0.4
id388	LTCMW1May	26.8
id388	LTCMW1Nov	0
id388	LTCMW2Aug	0.4
id388	LTCMW2Feb	6.4
id388	LTCMW2May	5.2
id388	LTCMW2Nov	0
id388	LTCMW3Aug	0.8
id388	LTCMW3Feb	42
id388	LTCMW3May	14
id388	LTCMW3Nov	40.8
id388	LTPC1Aug	0
id388	LTPC1Feb	0
id388	LTPC1May	21.2
id388	LTPC1Nov	0.4
id388	LTPC2Aug	0
id388	LTPC2May	3.6
id388	LTPC2Nov	2
id388	LTPC3Aug	0
id388	LTPC3Feb	2
id388	LTPC3May	4
id388	LTPC3Nov	0
id388	SKBlu1Aug	0
id388	SKBlu1Feb	4.4
id388	SKBlu1May	0
id388	SKBlu1Nov	0
id388	SKBlu2Aug	0
id388	SKBlu2Feb	5.2
id388	SKBlu2May	2
id388	SKBlu2Nov	0.4
id388	SKBlu3Aug	0
id388	SKBlu3Feb	2.8
id388	SKBlu3May	0
id388	SKBlu3Nov	0
id388	SKLKW1Aug	0
id388	SKLKW1Feb	0.4
id388	SKLKW1May	1.6
id388	SKLKW1Nov	0
id388	SKLKW2Aug	0
id388	SKLKW2Feb	0.8
id388	SKLKW2May	0.4
id388	SKLKW2Nov	0
id388	SKLKW3Aug	0
id388	SKLKW3Feb	0.4
id388	SKLKW3May	1.6
id388	SKLKW3Nov	0
id388	SKSha1Aug	0
id388	SKSha1Feb	0.4
id388	SKSha1May	1.6
id388	SKSha1Nov	0.4
id388	SKSha2Aug	0
id388	SKSha2Feb	0
id388	SKSha2May	0
id388	SKSha2Nov	0
id388	SKSha3Aug	0
id388	SKSha3Feb	2
id388	SKSha3May	0.4
id388	SKSha3Nov	0
id389	HKBea1Aug	20.4
